time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car	departures_egress_walk	arrivals_egress_walk	stuck_egress_walk	en-route_egress_walk
03:35:00	12900	0	0	0	0	0	0	0	0	0	0	0	0
03:40:00	13200	0	0	0	0	0	0	0	0	0	0	0	0
03:45:00	13500	0	0	0	0	0	0	0	0	0	0	0	0
03:50:00	13800	0	0	0	0	0	0	0	0	0	0	0	0
03:55:00	14100	0	0	0	0	0	0	0	0	0	0	0	0
04:00:00	14400	0	0	0	0	0	0	0	0	0	0	0	0
04:05:00	14700	0	0	0	0	0	0	0	0	0	0	0	0
04:10:00	15000	0	0	0	0	0	0	0	0	0	0	0	0
04:15:00	15300	0	0	0	0	0	0	0	0	0	0	0	0
04:20:00	15600	0	0	0	0	0	0	0	0	0	0	0	0
04:25:00	15900	0	0	0	0	0	0	0	0	0	0	0	0
04:30:00	16200	0	0	0	0	0	0	0	0	0	0	0	0
04:35:00	16500	0	0	0	0	0	0	0	0	0	0	0	0
04:40:00	16800	0	0	0	0	0	0	0	0	0	0	0	0
04:45:00	17100	0	0	0	0	0	0	0	0	0	0	0	0
04:50:00	17400	0	0	0	0	0	0	0	0	0	0	0	0
04:55:00	17700	0	0	0	0	0	0	0	0	0	0	0	0
05:00:00	18000	0	0	0	0	0	0	0	0	0	0	0	0
05:05:00	18300	2	1	0	1	1	0	0	1	1	1	0	0
05:10:00	18600	0	0	0	1	0	0	0	1	0	0	0	0
05:15:00	18900	0	0	0	1	0	0	0	1	0	0	0	0
05:20:00	19200	2	3	0	0	1	2	0	0	1	1	0	0
05:25:00	19500	2	1	0	1	1	0	0	1	1	1	0	0
05:30:00	19800	4	4	0	1	2	2	0	1	2	2	0	0
05:35:00	20100	8	8	0	1	4	4	0	1	4	4	0	0
05:40:00	20400	0	0	0	1	0	0	0	1	0	0	0	0
05:45:00	20700	0	0	0	1	0	0	0	1	0	0	0	0
05:50:00	21000	4	4	0	1	2	2	0	1	2	2	0	0
05:55:00	21300	8	6	0	3	4	2	0	3	4	4	0	0
06:00:00	21600	8	8	0	3	4	4	0	3	4	4	0	0
06:05:00	21900	18	17	0	4	9	8	0	4	9	9	0	0
06:10:00	22200	22	19	0	7	11	8	0	7	11	11	0	0
06:15:00	22500	12	12	0	7	6	6	0	7	6	6	0	0
06:20:00	22800	28	30	0	5	14	16	0	5	14	14	0	0
06:25:00	23100	16	12	0	9	8	4	0	9	8	8	0	0
06:30:00	23400	22	17	0	14	11	6	0	14	11	11	0	0
06:35:00	23700	44	40	0	18	22	18	0	18	22	22	0	0
06:40:00	24000	74	59	0	33	37	22	0	33	37	37	0	0
06:45:00	24300	108	102	0	39	54	48	0	39	54	54	0	0
06:50:00	24600	104	108	0	35	52	56	0	35	52	52	0	0
06:55:00	24900	108	98	0	45	54	44	0	45	54	54	0	0
07:00:00	25200	116	120	0	41	58	62	0	41	58	58	0	0
07:05:00	25500	123	120	0	44	62	59	0	44	61	61	0	0
07:10:00	25800	139	135	0	48	69	65	0	48	70	70	0	0
07:15:00	26100	145	135	0	58	73	63	0	58	72	72	0	0
07:20:00	26400	179	169	0	68	89	79	0	68	90	90	0	0
07:25:00	26700	176	172	0	72	88	84	0	72	88	88	0	0
07:30:00	27000	268	264	0	76	134	130	0	76	134	134	0	0
07:35:00	27300	230	229	0	77	115	114	0	77	115	115	0	0
07:40:00	27600	257	239	0	95	129	111	0	95	128	128	0	0
07:45:00	27900	329	312	0	112	164	147	0	112	165	165	0	0
07:50:00	28200	386	371	0	127	193	178	0	127	193	193	0	0
07:55:00	28500	376	378	0	125	188	190	0	125	188	188	0	0
08:00:00	28800	429	417	0	137	215	203	0	137	214	214	0	0
08:05:00	29100	457	440	0	154	228	211	0	154	229	229	0	0
08:10:00	29400	531	510	0	175	266	245	0	175	265	265	0	0
08:15:00	29700	543	535	0	183	271	263	0	183	272	272	0	0
08:20:00	30000	615	592	0	206	308	285	0	206	307	307	0	0
08:25:00	30300	633	636	0	203	316	319	0	203	317	317	0	0
08:30:00	30600	607	606	0	204	304	303	0	204	303	303	0	0
08:35:00	30900	607	621	0	190	303	317	0	190	304	304	0	0
08:40:00	31200	639	624	0	205	320	305	0	205	319	319	0	0
08:45:00	31500	672	654	0	223	336	318	0	223	336	336	0	0
08:50:00	31800	644	639	0	228	323	318	0	228	321	321	0	0
08:55:00	32100	657	667	0	218	327	337	0	218	330	330	0	0
09:00:00	32400	643	654	0	207	322	333	0	207	321	321	0	0
09:05:00	32700	662	653	0	216	331	322	0	216	331	331	0	0
09:10:00	33000	610	625	0	201	305	320	0	201	305	305	0	0
09:15:00	33300	631	623	0	209	315	307	0	209	316	316	0	0
09:20:00	33600	571	596	0	184	286	311	0	184	285	285	0	0
09:25:00	33900	591	588	0	187	296	293	0	187	295	295	0	0
09:30:00	34200	580	577	0	190	289	286	0	190	291	291	0	0
09:35:00	34500	565	589	0	166	283	307	0	166	282	282	0	0
09:40:00	34800	489	504	0	151	244	259	0	151	245	245	0	0
09:45:00	35100	478	495	0	134	239	256	0	134	239	239	0	0
09:50:00	35400	434	425	0	143	217	208	0	143	217	217	0	0
09:55:00	35700	397	397	0	143	199	199	0	143	198	198	0	0
10:00:00	36000	401	420	0	124	200	219	0	124	201	201	0	0
10:05:00	36300	344	378	0	90	172	206	0	90	172	172	0	0
10:10:00	36600	298	295	0	93	149	146	0	93	149	149	0	0
10:15:00	36900	282	301	0	74	141	160	0	74	141	141	0	0
10:20:00	37200	247	254	0	67	124	131	0	67	123	123	0	0
10:25:00	37500	197	204	0	60	98	105	0	60	99	99	0	0
10:30:00	37800	195	198	0	57	98	101	0	57	97	97	0	0
10:35:00	38100	143	151	0	49	71	79	0	49	72	72	0	0
10:40:00	38400	142	155	0	36	71	84	0	36	71	71	0	0
10:45:00	38700	107	110	0	33	54	57	0	33	53	53	0	0
10:50:00	39000	89	94	0	28	44	49	0	28	45	45	0	0
10:55:00	39300	104	108	0	24	52	56	0	24	52	52	0	0
11:00:00	39600	92	90	0	26	46	44	0	26	46	46	0	0
11:05:00	39900	68	74	0	20	34	40	0	20	34	34	0	0
11:10:00	40200	66	67	0	19	33	34	0	19	33	33	0	0
11:15:00	40500	60	62	0	17	30	32	0	17	30	30	0	0
11:20:00	40800	44	52	0	9	22	30	0	9	22	22	0	0
11:25:00	41100	40	40	0	9	20	20	0	9	20	20	0	0
11:30:00	41400	24	24	0	9	12	12	0	9	12	12	0	0
11:35:00	41700	14	19	0	4	7	12	0	4	7	7	0	0
11:40:00	42000	12	12	0	4	6	6	0	4	6	6	0	0
11:45:00	42300	10	13	0	1	5	8	0	1	5	5	0	0
11:50:00	42600	6	7	0	0	3	4	0	0	3	3	0	0
11:55:00	42900	2	1	0	1	1	0	0	1	1	1	0	0
12:00:00	43200	2	3	0	0	1	2	0	0	1	1	0	0
12:05:00	43500	6	5	0	1	3	2	0	1	3	3	0	0
12:10:00	43800	0	0	0	1	0	0	0	1	0	0	0	0
12:15:00	44100	2	3	0	0	1	2	0	0	1	1	0	0
12:20:00	44400	0	0	0	0	0	0	0	0	0	0	0	0
12:25:00	44700	0	0	0	0	0	0	0	0	0	0	0	0
12:30:00	45000	0	0	0	0	0	0	0	0	0	0	0	0
12:35:00	45300	0	0	0	0	0	0	0	0	0	0	0	0
12:40:00	45600	0	0	0	0	0	0	0	0	0	0	0	0
12:45:00	45900	0	0	0	0	0	0	0	0	0	0	0	0
12:50:00	46200	0	0	0	0	0	0	0	0	0	0	0	0
12:55:00	46500	0	0	0	0	0	0	0	0	0	0	0	0
13:00:00	46800	0	0	0	0	0	0	0	0	0	0	0	0
13:05:00	47100	0	0	0	0	0	0	0	0	0	0	0	0
13:10:00	47400	0	0	0	0	0	0	0	0	0	0	0	0
13:15:00	47700	0	0	0	0	0	0	0	0	0	0	0	0
13:20:00	48000	0	0	0	0	0	0	0	0	0	0	0	0
13:25:00	48300	0	0	0	0	0	0	0	0	0	0	0	0
13:30:00	48600	0	0	0	0	0	0	0	0	0	0	0	0
13:35:00	48900	0	0	0	0	0	0	0	0	0	0	0	0
13:40:00	49200	0	0	0	0	0	0	0	0	0	0	0	0
13:45:00	49500	0	0	0	0	0	0	0	0	0	0	0	0
13:50:00	49800	0	0	0	0	0	0	0	0	0	0	0	0
13:55:00	50100	0	0	0	0	0	0	0	0	0	0	0	0
14:00:00	50400	0	0	0	0	0	0	0	0	0	0	0	0
14:05:00	50700	0	0	0	0	0	0	0	0	0	0	0	0
14:10:00	51000	0	0	0	0	0	0	0	0	0	0	0	0
14:15:00	51300	0	0	0	0	0	0	0	0	0	0	0	0
14:20:00	51600	2	1	0	1	1	0	0	1	1	1	0	0
14:25:00	51900	2	3	0	0	1	2	0	0	1	1	0	0
14:30:00	52200	2	1	0	1	1	0	0	1	1	1	0	0
14:35:00	52500	2	3	0	0	1	2	0	0	1	1	0	0
14:40:00	52800	0	0	0	0	0	0	0	0	0	0	0	0
14:45:00	53100	2	1	0	1	1	0	0	1	1	1	0	0
14:50:00	53400	0	0	0	1	0	0	0	1	0	0	0	0
14:55:00	53700	6	5	0	2	3	2	0	2	3	3	0	0
15:00:00	54000	8	8	0	2	4	4	0	2	4	4	0	0
15:05:00	54300	2	3	0	1	1	2	0	1	1	1	0	0
15:10:00	54600	8	6	0	3	4	2	0	3	4	4	0	0
15:15:00	54900	10	11	0	2	5	6	0	2	5	5	0	0
15:20:00	55200	20	18	0	4	10	8	0	4	10	10	0	0
15:25:00	55500	20	18	0	6	10	8	0	6	10	10	0	0
15:30:00	55800	14	15	0	5	7	8	0	5	7	7	0	0
15:35:00	56100	18	15	0	8	9	6	0	8	9	9	0	0
15:40:00	56400	44	34	0	18	22	12	0	18	22	22	0	0
15:45:00	56700	50	45	0	23	25	20	0	23	25	25	0	0
15:50:00	57000	72	76	0	19	36	40	0	19	36	36	0	0
15:55:00	57300	64	64	0	19	32	32	0	19	32	32	0	0
16:00:00	57600	92	82	0	29	46	36	0	29	46	46	0	0
16:05:00	57900	92	92	0	29	46	46	0	29	46	46	0	0
16:10:00	58200	128	126	0	31	64	62	0	31	64	64	0	0
16:15:00	58500	126	109	0	48	63	46	0	48	63	63	0	0
16:20:00	58800	146	143	0	51	73	70	0	51	73	73	0	0
16:25:00	59100	172	160	0	63	86	74	0	63	86	86	0	0
16:30:00	59400	230	225	0	68	115	110	0	68	115	115	0	0
16:35:00	59700	266	255	0	79	133	122	0	79	133	133	0	0
16:40:00	60000	278	245	0	112	139	106	0	112	139	139	0	0
16:45:00	60300	372	368	0	116	186	182	0	116	186	186	0	0
16:50:00	60600	374	382	0	108	188	196	0	108	186	186	0	0
16:55:00	60900	361	354	0	115	180	173	0	115	181	181	0	0
17:00:00	61200	397	388	0	124	198	189	0	124	199	199	0	0
17:05:00	61500	396	384	0	136	198	186	0	136	198	198	0	0
17:10:00	61800	448	438	0	146	224	214	0	146	224	224	0	0
17:15:00	62100	482	469	0	159	241	228	0	159	241	241	0	0
17:20:00	62400	512	502	0	169	256	246	0	169	256	256	0	0
17:25:00	62700	572	534	0	207	286	248	0	207	286	286	0	0
17:30:00	63000	619	628	0	198	310	319	0	198	309	309	0	0
17:35:00	63300	629	622	0	205	314	307	0	205	315	315	0	0
17:40:00	63600	622	631	0	196	311	320	0	196	311	311	0	0
17:45:00	63900	646	619	0	223	323	296	0	223	323	323	0	0
17:50:00	64200	688	694	0	217	344	350	0	217	344	344	0	0
17:55:00	64500	678	687	0	208	339	348	0	208	339	339	0	0
18:00:00	64800	639	626	0	221	320	307	0	221	319	319	0	0
18:05:00	65100	659	681	0	199	329	351	0	199	330	330	0	0
18:10:00	65400	674	653	0	220	337	316	0	220	337	337	0	0
18:15:00	65700	652	664	0	208	326	338	0	208	326	326	0	0
18:20:00	66000	628	623	0	213	315	310	0	213	313	313	0	0
18:25:00	66300	578	596	0	195	288	306	0	195	290	290	0	0
18:30:00	66600	563	574	0	184	282	293	0	184	281	281	0	0
18:35:00	66900	551	561	0	174	275	285	0	174	276	276	0	0
18:40:00	67200	538	537	0	175	269	268	0	175	269	269	0	0
18:45:00	67500	518	531	0	162	259	272	0	162	259	259	0	0
18:50:00	67800	425	421	0	166	213	209	0	166	212	212	0	0
18:55:00	68100	500	520	0	146	250	270	0	146	250	250	0	0
19:00:00	68400	431	441	0	136	215	225	0	136	216	216	0	0
19:05:00	68700	374	379	0	131	187	192	0	131	187	187	0	0
19:10:00	69000	372	372	0	131	186	186	0	131	186	186	0	0
19:15:00	69300	348	372	0	107	174	198	0	107	174	174	0	0
19:20:00	69600	284	308	0	83	142	166	0	83	142	142	0	0
19:25:00	69900	208	220	0	71	104	116	0	71	104	104	0	0
19:30:00	70200	202	211	0	62	101	110	0	62	101	101	0	0
19:35:00	70500	176	180	0	58	88	92	0	58	88	88	0	0
19:40:00	70800	170	175	0	53	85	90	0	53	85	85	0	0
19:45:00	71100	158	167	0	44	79	88	0	44	79	79	0	0
19:50:00	71400	96	108	0	32	48	60	0	32	48	48	0	0
19:55:00	71700	110	115	0	27	55	60	0	27	55	55	0	0
20:00:00	72000	89	89	0	27	45	45	0	27	44	44	0	0
20:05:00	72300	61	62	0	26	30	31	0	26	31	31	0	0
20:10:00	72600	78	85	0	19	39	46	0	19	39	39	0	0
20:15:00	72900	58	59	0	18	29	30	0	18	29	29	0	0
20:20:00	73200	45	47	0	16	23	25	0	16	22	22	0	0
20:25:00	73500	29	38	0	7	14	23	0	7	15	15	0	0
20:30:00	73800	28	28	0	7	14	14	0	7	14	14	0	0
20:35:00	74100	16	20	0	3	8	12	0	3	8	8	0	0
20:40:00	74400	12	12	0	3	6	6	0	3	6	6	0	0
20:45:00	74700	12	10	0	5	6	4	0	5	6	6	0	0
20:50:00	75000	8	10	0	3	4	6	0	3	4	4	0	0
20:55:00	75300	12	10	0	5	6	4	0	5	6	6	0	0
21:00:00	75600	10	15	0	0	5	10	0	0	5	5	0	0
21:05:00	75900	2	1	0	1	1	0	0	1	1	1	0	0
21:10:00	76200	2	3	0	0	1	2	0	0	1	1	0	0
21:15:00	76500	2	1	0	1	1	0	0	1	1	1	0	0
21:20:00	76800	2	3	0	0	1	2	0	0	1	1	0	0
21:25:00	77100	2	1	0	1	1	0	0	1	1	1	0	0
21:30:00	77400	0	0	0	1	0	0	0	1	0	0	0	0
21:35:00	77700	4	4	0	1	2	2	0	1	2	2	0	0
21:40:00	78000	2	3	0	0	1	2	0	0	1	1	0	0
21:45:00	78300	0	0	0	0	0	0	0	0	0	0	0	0
21:50:00	78600	0	0	0	0	0	0	0	0	0	0	0	0
21:55:00	78900	0	0	0	0	0	0	0	0	0	0	0	0
22:00:00	79200	0	0	0	0	0	0	0	0	0	0	0	0
22:05:00	79500	0	0	0	0	0	0	0	0	0	0	0	0
22:10:00	79800	0	0	0	0	0	0	0	0	0	0	0	0
22:15:00	80100	0	0	0	0	0	0	0	0	0	0	0	0
22:20:00	80400	0	0	0	0	0	0	0	0	0	0	0	0
22:25:00	80700	0	0	0	0	0	0	0	0	0	0	0	0
22:30:00	81000	0	0	0	0	0	0	0	0	0	0	0	0
22:35:00	81300	0	0	0	0	0	0	0	0	0	0	0	0
22:40:00	81600	0	0	0	0	0	0	0	0	0	0	0	0
22:45:00	81900	0	0	0	0	0	0	0	0	0	0	0	0
22:50:00	82200	0	0	0	0	0	0	0	0	0	0	0	0
22:55:00	82500	0	0	0	0	0	0	0	0	0	0	0	0
23:00:00	82800	0	0	0	0	0	0	0	0	0	0	0	0
23:05:00	83100	0	0	0	0	0	0	0	0	0	0	0	0
23:10:00	83400	0	0	0	0	0	0	0	0	0	0	0	0
23:15:00	83700	0	0	0	0	0	0	0	0	0	0	0	0
23:20:00	84000	0	0	0	0	0	0	0	0	0	0	0	0
23:25:00	84300	0	0	0	0	0	0	0	0	0	0	0	0
23:30:00	84600	0	0	0	0	0	0	0	0	0	0	0	0
23:35:00	84900	0	0	0	0	0	0	0	0	0	0	0	0
23:40:00	85200	0	0	0	0	0	0	0	0	0	0	0	0
23:45:00	85500	0	0	0	0	0	0	0	0	0	0	0	0
23:50:00	85800	0	0	0	0	0	0	0	0	0	0	0	0
23:55:00	86100	0	0	0	0	0	0	0	0	0	0	0	0
24:00:00	86400	0	0	0	0	0	0	0	0	0	0	0	0
24:05:00	86700	0	0	0	0	0	0	0	0	0	0	0	0
24:10:00	87000	0	0	0	0	0	0	0	0	0	0	0	0
24:15:00	87300	0	0	0	0	0	0	0	0	0	0	0	0
24:20:00	87600	0	0	0	0	0	0	0	0	0	0	0	0
24:25:00	87900	0	0	0	0	0	0	0	0	0	0	0	0
24:30:00	88200	0	0	0	0	0	0	0	0	0	0	0	0
24:35:00	88500	0	0	0	0	0	0	0	0	0	0	0	0
24:40:00	88800	0	0	0	0	0	0	0	0	0	0	0	0
24:45:00	89100	0	0	0	0	0	0	0	0	0	0	0	0
24:50:00	89400	0	0	0	0	0	0	0	0	0	0	0	0
24:55:00	89700	0	0	0	0	0	0	0	0	0	0	0	0
25:00:00	90000	0	0	0	0	0	0	0	0	0	0	0	0
25:05:00	90300	0	0	0	0	0	0	0	0	0	0	0	0
25:10:00	90600	0	0	0	0	0	0	0	0	0	0	0	0
25:15:00	90900	0	0	0	0	0	0	0	0	0	0	0	0
25:20:00	91200	0	0	0	0	0	0	0	0	0	0	0	0
25:25:00	91500	0	0	0	0	0	0	0	0	0	0	0	0
25:30:00	91800	0	0	0	0	0	0	0	0	0	0	0	0
25:35:00	92100	0	0	0	0	0	0	0	0	0	0	0	0
25:40:00	92400	0	0	0	0	0	0	0	0	0	0	0	0
25:45:00	92700	0	0	0	0	0	0	0	0	0	0	0	0
25:50:00	93000	0	0	0	0	0	0	0	0	0	0	0	0
25:55:00	93300	0	0	0	0	0	0	0	0	0	0	0	0
26:00:00	93600	0	0	0	0	0	0	0	0	0	0	0	0
26:05:00	93900	0	0	0	0	0	0	0	0	0	0	0	0
26:10:00	94200	0	0	0	0	0	0	0	0	0	0	0	0
26:15:00	94500	0	0	0	0	0	0	0	0	0	0	0	0
26:20:00	94800	0	0	0	0	0	0	0	0	0	0	0	0
26:25:00	95100	0	0	0	0	0	0	0	0	0	0	0	0
26:30:00	95400	0	0	0	0	0	0	0	0	0	0	0	0
26:35:00	95700	0	0	0	0	0	0	0	0	0	0	0	0
26:40:00	96000	0	0	0	0	0	0	0	0	0	0	0	0
26:45:00	96300	0	0	0	0	0	0	0	0	0	0	0	0
26:50:00	96600	0	0	0	0	0	0	0	0	0	0	0	0
26:55:00	96900	0	0	0	0	0	0	0	0	0	0	0	0
27:00:00	97200	0	0	0	0	0	0	0	0	0	0	0	0
27:05:00	97500	0	0	0	0	0	0	0	0	0	0	0	0
27:10:00	97800	0	0	0	0	0	0	0	0	0	0	0	0
27:15:00	98100	0	0	0	0	0	0	0	0	0	0	0	0
27:20:00	98400	0	0	0	0	0	0	0	0	0	0	0	0
27:25:00	98700	0	0	0	0	0	0	0	0	0	0	0	0
27:30:00	99000	0	0	0	0	0	0	0	0	0	0	0	0
27:35:00	99300	0	0	0	0	0	0	0	0	0	0	0	0
27:40:00	99600	0	0	0	0	0	0	0	0	0	0	0	0
27:45:00	99900	0	0	0	0	0	0	0	0	0	0	0	0
27:50:00	100200	0	0	0	0	0	0	0	0	0	0	0	0
27:55:00	100500	0	0	0	0	0	0	0	0	0	0	0	0
28:00:00	100800	0	0	0	0	0	0	0	0	0	0	0	0
28:05:00	101100	0	0	0	0	0	0	0	0	0	0	0	0
28:10:00	101400	0	0	0	0	0	0	0	0	0	0	0	0
28:15:00	101700	0	0	0	0	0	0	0	0	0	0	0	0
28:20:00	102000	0	0	0	0	0	0	0	0	0	0	0	0
28:25:00	102300	0	0	0	0	0	0	0	0	0	0	0	0
28:30:00	102600	0	0	0	0	0	0	0	0	0	0	0	0
28:35:00	102900	0	0	0	0	0	0	0	0	0	0	0	0
28:40:00	103200	0	0	0	0	0	0	0	0	0	0	0	0
28:45:00	103500	0	0	0	0	0	0	0	0	0	0	0	0
28:50:00	103800	0	0	0	0	0	0	0	0	0	0	0	0
28:55:00	104100	0	0	0	0	0	0	0	0	0	0	0	0
29:00:00	104400	0	0	0	0	0	0	0	0	0	0	0	0
29:05:00	104700	0	0	0	0	0	0	0	0	0	0	0	0
29:10:00	105000	0	0	0	0	0	0	0	0	0	0	0	0
29:15:00	105300	0	0	0	0	0	0	0	0	0	0	0	0
29:20:00	105600	0	0	0	0	0	0	0	0	0	0	0	0
29:25:00	105900	0	0	0	0	0	0	0	0	0	0	0	0
29:30:00	106200	0	0	0	0	0	0	0	0	0	0	0	0
29:35:00	106500	0	0	0	0	0	0	0	0	0	0	0	0
29:40:00	106800	0	0	0	0	0	0	0	0	0	0	0	0
29:45:00	107100	0	0	0	0	0	0	0	0	0	0	0	0
29:50:00	107400	0	0	0	0	0	0	0	0	0	0	0	0
29:55:00	107700	0	0	0	0	0	0	0	0	0	0	0	0
30:00:00	108000	0	0	0	0	0	0	0	0	0	0	0	0
30:05:00	108300	0	0	0	0	0	0	0	0	0	0	0	0
